FBgn0000212,Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2 Smarca2,'Smarca2'
FBgn0000221,B3gnt9 B3gnt9 B3gnt9 B3gnt4 B3galt2 B3gnt7 B3gnt7 B3gnt7 B3galt5 B3galt5 B3galt5 B3galt5 B3gnt3 B3gnt6 B3galt1 B3galt1 B3galt1 B3galt1 Gm34653 B3galnt2 B3galnt2 B3galnt2 B3galnt2 B3galnt2 B3galnt2 B3galnt2 B3galnt2 B3galnt2 B3galnt2 B3galnt2 B3galnt2 B3gnt2 B3gnt2 B3gnt2 B3gnt2 B3gnt8 B3gnt8 B3gnt8 B3gnt8 B3gnt5 B3gnt5 B3gnt5 B3gnt5 B3gnt5 B3gnt5 B3gnt5 B3galnt1,"'B3gnt4', 'B3galt5', 'B3gnt6', 'B3gnt7', 'B3galt1', 'B3galt2', 'B3gnt3', 'B3gnt8', 'B3gnt2', 'B3gnt9', 'Gm34653', 'B3gnt5', 'B3galnt1', 'B3galnt2'"
FBgn0000228,Ninl Ninl Ninl Ninl Ninl Ninl Ninl Ninl Ninl Nin Nin Nin Nin Nin Nin Nin Nin Nin Nin Nin Nin Nin Nin Nin Nin Nin,"'Nin', 'Ninl'"
FBgn0000239,Gmps,'Gmps'
FBgn0000244,Tns2 Tns2 Tns2 Tns2 Tns2 Tns2 Tns2 Tns2 Tns2,'Tns2'
FBgn0000247,Rpgr Rpgr Rpgr Rpgr Rpgr Rpgr Rpgr Rpgr Rpgr Rcbtb1 Rcbtb1 Rcbtb1 Rcbtb1 Rcbtb1 Rcbtb1 Rcbtb1 Rcbtb1 Rcbtb1 Rcbtb1 Rcbtb1 Sergef Sergef Sergef Sergef Sergef Sergef Als2 Als2 Als2 Als2 Als2 Rcbtb2 Rcbtb2 Rcbtb2 Rcbtb2 Rcbtb2 Rcbtb2 Rcbtb2 Rcbtb2 Rcbtb2 Rcbtb2 Rcbtb2 Rcbtb2 Rcbtb2 Rcbtb2 Rcbtb2 Rcbtb2 Rcbtb2 Rcbtb2 Rcbtb2 Rcbtb2 Rcbtb2 Rcbtb2 Rcbtb2 Rcbtb2 Rcbtb2 Rcbtb2 Rccd1 Rccd1 Rccd1 Rccd1 Rccd1 Rccd1 Rccd1 Rccd1 Rccd1 Rccd1 Herc1 Herc1 Herc1 Herc1 Herc1 Herc1 Herc1,"'Rccd1', 'Rpgr', 'Als2', 'Sergef', 'Herc1', 'Rcbtb2', 'Rcbtb1'"
FBgn0000250,Nfkbib Nfkbib Nfkbib Ankrd22 Ankrd22 Ankrd22 Pla2g6 Pla2g6 Pla2g6 Pla2g6 Pla2g6 Pla2g6 Pla2g6 Pla2g6 Pla2g6 Pla2g6 Pla2g6 Pla2g6 Pla2g6 Nfkbia Nfkbia,"'Nfkbib', 'Pla2g6', 'Nfkbia', 'Ankrd22'"
FBgn0000251,Cdx1,'Cdx1'
FBgn0000257,Vps33a Vps33a Vps33a Vps33a,'Vps33a'
FBgn0000259,Csnk2b Csnk2b Csnk2b Csnk2b Csnk2b Csnk2b Csnk2b Csnk2b Csnk2b Csnk2b,'Csnk2b'
FBgn0000261,Cat Cat,'Cat'
FBgn0000274,Prkaca Prkaca Prkacb Prkacb Prkacb Prkacb Prkacb Prkacb Prkacb Prkacb Prkg1 Prkg1 Prkg1 Prkg1 Prkg1 Prkg1 Prkg1 Prkg2 Prkg2 Prkg2 Prkg2 Prkg2,"'Prkg1', 'Prkg2', 'Prkaca', 'Prkacb'"
FBgn0000283,Tchhl1 Samd15 Samd15 Samd15 Samd15 Iws1 Iws1 Iws1 Iws1 Iws1 Iws1 Iws1,"'Iws1', 'Samd15', 'Tchhl1'"
FBgn0000287,Zfp219 Zfp219 Zfp219 Zfp219 Zfp219 Zfp219 Zfp219 Zfp219 Zfp219 Zfp219 Zfp219 Zfp219 Zfp219 Sall2 Sall2,"'Zfp219', 'Sall2'"
FBgn0000303,Chat Chat Chat Chat Chat Chat Chat Chat,'Chat'
FBgn0000307,Dbf4 Dbf4 Dbf4 Dbf4 Dbf4 Dbf4 Dbf4 Dbf4 Dbf4,'Dbf4'
FBgn0000308,Pfn4 Pfn4 Pfn4 Pfn4,'Pfn4'
FBgn0000316,Gphn Gphn Gphn,'Gphn'
FBgn0000317,Myo7a Myo7a Myo7a Myo7a Myo7a Myo7a Myo7a Myo7a Myo7a Myo7a Myo7a Myo7a Myo7a,'Myo7a'
FBgn0000318,Txndc17 Txndc17,'Txndc17'
FBgn0000319,Clhc1 Clhc1 Clhc1 Clhc1 Cltc Cltc Cltc Cltc Cltc Cltc,"'Cltc', 'Clhc1'"
FBgn0000320,Eya3 Eya3 Eya3 Eya3 Eya3 Eya3 Eya3 Eya3 Eya3 Eya3 Eya3 Eya3 Eya3,'Eya3'
FBgn0000330,Ap3m2 Ap3m2 Ap3m2 Ap3m2,'Ap3m2'
FBgn0000337,Kmo Kmo Kmo Kmo Kmo Kmo,'Kmo'
FBgn0000339,Cnih3 Cnih3 Cnih3 Cnih3 Cnih2 Cnih2 Cnih1 Cnih1 Cnih1,"'Cnih1', 'Cnih3', 'Cnih2'"
FBgn0000346,Nsf Nsf Nsf Nsf Nsf Nsf Nsf Nsf Nsf Nsf,'Nsf'
FBgn0000376,Cramp1l Cramp1l Cramp1l,'Cramp1l'
FBgn0000377,Crnkl1 Crnkl1 Crnkl1,'Crnkl1'
FBgn0000384,Gna12 Gna12 Gna15 Gna15 Gna15 Gna13 Gna13 Gnat2 Gnat2 Gnat2 Gnat2 Gnat2 Gnat2 Gnat3 Gnas Gnas Gnas Gnas Gnas Gnas Gnas Gnas Gnas Gnas Gnas Gnas Gnas Gnas Gnas Gnas Gnas Gnas Gnas Gnas Gnas Gnas Gnas Gnas Gna14 Gna14,"'Gnas', 'Gna14', 'Gna15', 'Gna12', 'Gna13', 'Gnat3', 'Gnat2'"
FBgn0000392,Eif4enif1 Eif4enif1 Eif4enif1 Eif4enif1 Eif4enif1 Eif4enif1 Eif4enif1 Eif4enif1 Eif4enif1 Eif4enif1 Eif4enif1 Eif4enif1 Eif4enif1,'Eif4enif1'
FBgn0000394,Twsg1 Twsg1 Twsg1 Twsg1,'Twsg1'
FBgn0000395,Sspo Sspo Sspo Sspo Sspo Sspo Zan Zan Zan Zan Zan Otogl Chrdl1 Chrdl1 Chrdl1 Chrdl1 Chrdl1 Tecta Tecta Tecta Muc6 Muc6 Muc6 Muc2 Muc2 Muc2 Muc2 Muc2 Muc2 Muc2 Muc2 Muc5ac Muc5ac Muc5ac Muc5b Fcgbp Fcgbp Fcgbp Fcgbp Fcgbp Fcgbp Bmper Bmper Bmper Chrd Chrd Chrd Chrd Chrd Chrd Chrd Chrd Chrd Chrd 9530053A07Rik 9530053A07Rik 9530053A07Rik 9530053A07Rik Vwce Vwce Vwce Vwce Vwce Vwc2l Vwc2l Vwc2l Vwc2l Chrdl2 Chrdl2 Chrdl2 Chrdl2 Otog Otog Otog Vwc2 Vwc2 Vwc2 Vwc2,"'Zan', 'Sspo', 'Tecta', 'Otogl', 'Muc2', 'Chrdl1', 'Muc6', '9530053A07Rik', 'Fcgbp', 'Chrdl2', 'Chrd', 'Bmper', 'Otog', 'Muc5ac', 'Muc5b', 'Vwc2l', 'Vwc2', 'Vwce'"
FBgn0000404,Ccne2 Ccne2 Ccne2 Ccne2 Ccne2 Ccne2 Ccne2 Ccnj Ccnj Ccng1 Ccng1 Ccng2 Ccng2 Ccng2 Ccng2 Ccng2 Ccng2 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccnd1 Ccnd1 Ccnd1 Ccnb1 Ccnb1 Ccnb1 Ccnb1 Ccnb1 Ccnb1 Ccnb1,"'Ccnb1', 'Ccne2', 'Ccnd3', 'Ccng1', 'Ccng2', 'Ccnj', 'Ccnd1'"
FBgn0000405,Ccne2 Ccne2 Ccne2 Ccne2 Ccne2 Ccne2 Ccne2 Ccnj Ccnj Ccng1 Ccng1 Ccnd2 Ccnd2 Ccnd2 Ccnd2 Ccnd2 Ccnd2 Ccnd2 Ccnd2 Ccnjl Ccnjl Ccni Ccni Ccni Ccni Ccni Ccng2 Ccng2 Ccng2 Ccng2 Ccng2 Ccng2 Ccna1 Ccna1 Ccna1 Ccna1 Ccna1 Ccna1 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccnd3 Ccno Ccno Ccno Ccnf Ccnf Ccnf Ccnf Ccnf Ccnf Ccnf Ccnf Ccnf Ccnf Ccnd1 Ccnd1 Ccnd1 Ccnb1 Ccnb1 Ccnb1 Ccnb1 Ccnb1 Ccnb1 Ccnb1 Ccne1 Ccne1 Ccne1 Ccne1 Ccne1 Ccna2 Ccna2 Ccna2 Ccna2 Ccna2 Ccnb2,"'Ccnb2', 'Ccnb1', 'Ccne1', 'Ccna2', 'Ccnjl', 'Ccne2', 'Ccnd1', 'Ccna1', 'Ccnd2', 'Ccnf', 'Ccng1', 'Ccng2', 'Ccnd3', 'Ccno', 'Ccni', 'Ccnj'"
FBgn0000414,Fam43a Numbl Numbl Numbl Numbl Numbl Mapk8ip1 Mapk8ip1 Mapk8ip1 Dab1 Dab1 Dab1 Dab1 Dab1 Dab1 Dab1 Dab1 Fam43b Nos1ap Nos1ap Nos1ap Nos1ap Nos1ap Nos1ap Nos1ap Nos1ap Nos1ap Ldlrap1 Ldlrap1 Ldlrap1 Dab2 Dab2 Dab2 Dab2 Dab2 Dab2 Dab2 Dab2 Dab2 Dab2 Dab2 Dab2 Dab2 Dab2 Mapk8ip2 Mapk8ip2,"'Fam43b', 'Fam43a', 'Ldlrap1', 'Dab2', 'Dab1', 'Nos1ap', 'Mapk8ip1', 'Mapk8ip2', 'Numbl'"
FBgn0000416,Psapl1 Sftpb Sftpb Sftpb Sftpb Sftpb,"'Psapl1', 'Sftpb'"
FBgn0000422,Ddc Ddc Ddc Ddc Ddc Ddc Ddc Ddc Ddc Ddc,'Ddc'
FBgn0000426,Snrpf,'Snrpf'
FBgn0000442,Prkaca Prkaca Prkacb Prkacb Prkacb Prkacb Prkacb Prkacb Prkacb Prkacb,"'Prkaca', 'Prkacb'"
FBgn0000447,Dhodh Dhodh Dhodh Dhodh Dhodh Dhodh Dhodh Dhodh Dhodh Dhodh Dhodh,'Dhodh'
FBgn0000455,Pepd Pepd Pepd Pepd Pepd Pepd,'Pepd'
FBgn0000459,Bnc1 Bnc2 Bnc2 Bnc2 Bnc2 Bnc2 Bnc2 Bnc2 Bnc2 Bnc2 Bnc2 Bnc2 Bnc2 Bnc2 Bnc2 Bnc2 Bnc2 Bnc2 Bnc2 Bnc2 Bnc2 Bnc2 Bnc2,"'Bnc1', 'Bnc2'"
FBgn0000463,Jag1 Jag1,'Jag1'
FBgn0000477,Dnase2a Dnase2a Dnase2a Dnase2a Dnase2a Dnase2a Dnase2a Dnase2a Dnase2a Dnase2b Dnase2b,"'Dnase2b', 'Dnase2a'"
FBgn0000479,Pde4b Pde4b Pde4b Pde4b Pde4b Pde4b Pde4b Pde4b Pde4b Pde4b Pde4b Pde4b Pde4b,'Pde4b'
FBgn0000482,Vps18 Vps18 Vps18,'Vps18'
FBgn0000489,Prkx Prkx,'Prkx'
FBgn0000492,Msx3 Msx3 Msx2 Msx2 Msx1 Msx1,"'Msx1', 'Msx2', 'Msx3'"
FBgn0000499,Dixdc1 Dixdc1 Dixdc1 Dixdc1 Dixdc1 Dixdc1 Dixdc1 Dixdc1 Dixdc1 Dixdc1 Dixdc1 Dixdc1,'Dixdc1'
FBgn0000520,Gtf3a Gtf3a Gtf3a Gtf3a Gtf3a Zfp651 Zfp651 Zfp651 Zfp651 Zfp652 Zfp652 Zfp652 Zfp652 Zup1 Zup1 Zup1 Zup1 Zup1 Zup1 Zup1 Zup1 Zup1 Zfp513 Zfp513 Zfp513 Zfp513 Zfp513 Zfp513 Zfp513 Zfp513 Zfp324 Zfp324 Zfp324 Zfp324,"'Zfp652', 'Zfp651', 'Zfp324', 'Gtf3a', 'Zup1', 'Zfp513'"
FBgn0000524,Dtx3 Dtx3 Dtx3 Dtx3 Dtx3 Dtx3 Dtx4 Dtx2 Dtx2 Dtx2 Dtx2 Dtx2 Dtx2 Dtx2 Dtx2 Dtx2 Dtx1 Dtx1 Dtx1 Dtx1 Dtx1 Dtx1 Dtx3l Dtx3l,"'Dtx4', 'Dtx3l', 'Dtx1', 'Dtx2', 'Dtx3'"
FBgn0000529,Dlx4 Dlx4,'Dlx4'
FBgn0000533,Tpsg1 Tpsg1 Tpsg1 Tpsg1 Tpsg1 Prss28 Prss28 Prss29 Prss29 Tpsab1 Tpsab1 Tpsb2 Tpsb2 Tpsb2 Tpsb2,"'Tpsg1', 'Tpsb2', 'Prss28', 'Prss29', 'Tpsab1'"
FBgn0000535,Kcnh1 Kcnh1 Kcnh1,'Kcnh1'
FBgn0000536,Etnk1 Etnk1 Etnk1 Etnk1 Etnk2 Etnk2 Etnk2 Etnk2 Etnk2,"'Etnk2', 'Etnk1'"
FBgn0000541,Bptf Bptf Bptf Bptf Bptf Bptf Bptf Bptf,'Bptf'
FBgn0000543,Ecd Ecd Ecd Ecd,'Ecd'
FBgn0000546,Pparg Pparg Pparg Pparg Pparg Pparg Pparg Nr1h5 Nr1h5 Nr1h5 Nr1h5 Nr1h5 Rorc Rorc Rorc Rorc Nr1i2 Nr1d1 Nr1d1 Thra Thra Thra Thra Thra Thra Thra Thra Thra Ppara Ppara Ppara Ppara Ppara Ppara Rorb Rorb Rorb Rorb Rorb Rara Rara Rara Rara Rara Rara Rara Nr1h2 Nr1h2 Nr1h2 Nr1h2 Nr1h2 Nr1h2 Nr1h2 Nr1h2 Nr1h2 Nr1h2 Nr1h2 Nr1h2 Nr1h2 Nr1h2 Nr1h2 Nr1h2 Nr1h2 Nr1h2 Nr1h3 Nr1h3 Nr1h3 Nr1h3 Nr1h3 Nr1h3 Nr1h3 Nr1h3 Rora Rora Rora Rora Rora Rora Nr1d2 Nr1d2 Nr1d2 Nr1d2 Rarb Rarb Rarb Rarb Rarb Rarb Rarb Ppard Ppard Ppard Ppard Ppard Ppard Ppard Ppard Ppard Vdr Vdr Vdr Vdr Vdr Vdr,"'Rara', 'Rarb', 'Nr1i2', 'Ppara', 'Rorc', 'Rorb', 'Rora', 'Thra', 'Pparg', 'Ppard', 'Vdr', 'Nr1h5', 'Nr1d1', 'Nr1d2', 'Nr1h2', 'Nr1h3'"
FBgn0000547,Kirrel2 Kirrel2 Kirrel2 Kirrel2 Kirrel2 Kirrel3 Kirrel3 Kirrel3 Kirrel3 Kirrel3 Kirrel3 Kirrel3 Kirrel3 Kirrel3 Kirrel Kirrel Kirrel,"'Kirrel2', 'Kirrel3', 'Kirrel'"
FBgn0000559,Eef2 Eef2 Eef2,'Eef2'
FBgn0000562,Exd1 Exd1 Exd1,'Exd1'
FBgn0000565,Msrb1 Msrb1 Msrb2 Msrb2 Msrb2 Msrb2 Msra Msra Msra Msra Msra,"'Msra', 'Msrb1', 'Msrb2'"
FBgn0000566,Cth Cth Cth Cth,'Cth'
FBgn0000575,Id1 Id1 Id3 Id3 Id3 Id4 Id2 Id2 Id2,"'Id4', 'Id2', 'Id3', 'Id1'"
