figure_id,Gene,Collection,Compartment,Probe
2115379,CG4825,CPTI003911,Overview,venusYFP
2106175,Jupiter,CPTI003917,CB,venusYFP
2106176,Jupiter,CPTI003917,OL,venusYFP
2106177,Jupiter,CPTI003917,MB,venusYFP
2106178,Jupiter,CPTI003917,VNC,venusYFP
2106179,Jupiter,CPTI003917,Overview,venusYFP
2106199,Jupiter,CPTI003917,Overview,venusYFP
2118108,CG42258,CPTI003923,MB,venusYFP
2118107,CG42258,CPTI003923,CB,venusYFP
2118106,CG42258,CPTI003923,OL,venusYFP
2118105,CG42258,CPTI003923,VNC,venusYFP
2118104,CG42258,CPTI003923,Overview,venusYFP
2113357,CG42258,CPTI003923,Overview,venusYFP
2113074,Klp54D,CPTI003989,VNC,venusYFP
2113073,Klp54D,CPTI003989,CB,venusYFP
2113069,Klp54D,CPTI003989,MB,venusYFP
2113068,Klp54D,CPTI003989,OL,venusYFP
2113064,Klp54D,CPTI003989,Overview,venusYFP
2105898,CG31531,CPTI004007,NMJ,venusYFP
2114066,CG2003,CPTI004022,NMJ,venusYFP
2105880,CG2003,CPTI004022,MB,venusYFP
2105883,CG2003,CPTI004022,MB,venusYFP
2106062,AdenoK,CPTI040701,MB,venusYFP
2106060,AdenoK,CPTI004071,CB,venusYFP
2106061,AdenoK,CPTI004071,OL,venusYFP
2106063,AdenoK,CPTI004071,VNC,venusYFP
2106064,AdenoK,CPTI004071,Overview,venusYFP
2109855,gish,CPTI004113,NMJ,venusYFP
2112536,Imp,CPTI004117,CB,venusYFP
2112535,Imp,CPTI004117,Overview,venusYFP
2105891,if,CPTI004152,MB,venusYFP
2111908,bun,CPTI004166,NMJ,venusYFP
2111909,Trol,CPTI004167,NMJ,venusYFP
2113063,RnpS1,CPTI004189,VNC,venusYFP
2112971,RnpS1,CPTI004189,CB,venusYFP
2112970,RnpS1,CPTI004189,MB,venusYFP
2112969,RnpS1,CPTI004189,OL,venusYFP
2112968,RnpS1,CPTI004189,Overview,venusYFP
2115386,RnpS1,CPTI004189,Overview,venusYFP
2111911,RnpS1,CPTI004189,NMJ,venusYFP
2111912,Chchd2,CPTI004244,NMJ,venusYFP
2111913,Rab1,CPTI004256,NMJ,venusYFP
2110688,Rab1,CPTI004256,NMJ,venusYFP
2112953,Zap3,CPTI004292,VNC,venusYFP
2112952,Zap3,CPTI004292,CB,venusYFP
2112951,Zap3,CPTI004292,MB,venusYFP
2112947,Zap3,CPTI004292,OL,venusYFP
2112946,Zap3,CPTI004292,Overview,venusYFP
2111915,ZAP3,CPTI004292,NMJ,venusYFP
2111916,CG9265,CPTI004298,NMJ,venusYFP
2111919,Argk,CPTI004299,NMJ,venusYFP
2105952,Rab1,CPTI004394,CB,venusYFP
2105953,Rab1,CPTI004394,OL,venusYFP
2105955,Rab1,CPTI004394,VNC,venusYFP
2105956,Rab1,CPTI004394,Overview,venusYFP
2113933,ab,CPTI004479,NMJ,venusYFP
2119169,bol,CPTI004519,CB,venusYFP
2119168,bol,CPTI004519,VNC,venusYFP
2119167,bol,CPTI004519,MB,venusYFP
2119166,bol,CPTI004519,OL,venusYFP
2119165,bol,CPTI004519,Overview,venusYFP
2113404,bol,CPTI004519,OL,venusYFP
2113403,bol,CPTI004519,MB,venusYFP
2113402,bol,CPTI004519,VNC,venusYFP
2113387,bol,CPTI004519,CB,venusYFP
2113517,Pdcd4,CPTI004527,Overview,venusYFP
2113521,Pdcd4,CPTI004527,CB,venusYFP
2113520,Pdcd4,CPTI004527,VNC,venusYFP
2113519,Pdcd4,CPTI004527,MB,venusYFP
2113518,Pdcd4,CPTI004527,OL,venusYFP
2107215,eRF3/Elf,CPTI000609,MB,venusYFP
2106118,Tsr1,CPTI007338,VNC,venusYFP
2106119,Tsr1,CPTI007338,Overview,venusYFP
2106114,Tsr1,CPTI007338,CB,venusYFP
2106115,Tsr1,CPTI007338,OL,venusYFP
2106116,Tsr1,CPTI007338,MB,venusYFP
2113854,Tral,CPTI000787,Overview,venusYFP
2112545,Pxn,CPTI000876,MB,venusYFP
2118093,fz2,CPTI009739,VNC,venusYFP
2118092,fz2,CPTI009739,CB,venusYFP
2118091,fz2,CPTI009739,MB,venusYFP
2112576,ia2,CPTI010013,VNC,venusYFP
2106173,gish,CPTI002023,VNC,venusYFP
2113928,Bsg,CPTI100005,NMJ,venusYFP
2113869,CG1648,CPTI100012,VNC,venusYFP
2114084,CG1648,CPTI100012,CB,venusYFP
2114083,CG1648,CPTI100012,OL,venusYFP
2114082,CG1648,CPTI100012,MB,venusYFP
2113851,CG1648,CPTI100012,Overview,venusYFP
2112578,ia2,CPTI100013,OL,venusYFP
2112577,ia2,CPTI100013,MB,venusYFP
2112575,ia2,CPTI100013,CB,venusYFP
2112574,ia2,CPTI100013,Overview,venusYFP
2113941,B4,CPTI100035,NMJ,venusYFP
2106031,B4,CPTI100035,CB,venusYFP
2106032,B4,CPTI100035,OL,venusYFP
2106033,B4,CPTI100035,MB,venusYFP
2106034,B4,CPTI100035,VNC,venusYFP
2106035,B4,CPTI100035,Overview,venusYFP
2114104,CG32094,CPTI100038,Overview,venusYFP
2106155,smd3,CPTI100043,CB,venusYFP
2106157,smd3,CPTI100043,MB,venusYFP
2106159,smd3,CPTI100043,Overview,venusYFP
2106156,smd3,CPTI100043,OL,venusYFP
2106158,smd3,CPTI100043,VNC,venusYFP
2105959,papla1,CPTI100044,CB,venusYFP
2105961,papla1,CPTI100044,MB,venusYFP
2105962,papla1,CPTI100044,VNC,venusYFP
2105963,papla1,CPTI100044,Overview,venusYFP
2118358,14-3-3epsilon,CPTI100045,CB,venusYFP
2118357,14-3-3epsilon,CPTI100045,VNC,venusYFP
2118356,14-3-3epsilon,CPTI100045,OL,venusYFP
2118355,14-3-3epsilon,CPTI100045,MB,venusYFP
2118354,14-3-3epsilon,CPTI100045,Overview,venusYFP
2110770,14-3-epsilon,CPTI100045,NMJ,venusYFP
2113859,obst-E,CPTI100048,Overview,venusYFP
2106124,Rab11,CPTI100051,Overview,venusYFP
2106120,Rab11,CPTI100051,CB,venusYFP
2106121,Rab11,CPTI100051,OL,venusYFP
2106122,Rab11,CPTI100051,MB,venusYFP
2113986,Tral,CPTI100059,NMJ,venusYFP
2116074,Bsg,CPTI100062,overview,venusYFP
2116073,Bsg,CPTI100062,VNC,venusYFP
2116072,Bsg,CPTI100062,MB,venusYFP
2116071,Bsg,CPTI100062,OL,venusYFP
2116070,Bsg,CPTI100062,CB,venusYFP
2114026,Bsg,CPTI100062,NMJ,venusYFP
2114027,Fer2LCH,CPTI100064,NMJ,venusYFP
2113732,arm,CPTI001198,CB,venusYFP
2105960,papla1,CPTI010245,OL,venusYFP
2106021,CtsB1,CPTI002807,CB,venusYFP
